Animal_ID,Admission,Found_Location,Type,Condition,Animal_Type,Admission_Sex,Admission_Age,Breed,Colour,Discharge,DOB,Discharge_Sex,Discharge_Age,binary_outcome,Admission_Spayed/Neutered,Discharge_Spayed/Neutered,Found_Area,Mix/PureBred,Mixed/Single_Color,Time_In_Shelter,Admission_Month
A765045,2018-01-12 08:41:00,1631 E 2Nd St in Austin (TX),Wildlife,Normal,Bat,Unknown,731,Bat Mix,Brown,2018-01-12 09:07:00,2016-01-12 00:00:00,Unknown,731,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,1
A797737,2019-06-17 13:02:00,Austin (TX),Owner Surrender,Normal,Cat,Female,29,Domestic Shorthair Mix,Brown Tabby/White,2019-08-30 10:11:00,2019-05-19 00:00:00,Female,103,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,73,6
A730650,2016-07-08 06:59:00,Austin Highlands &  Emerald Forest in Austin (TX),Stray,Injured,Cat,Unknown,9,Domestic Medium Hair Mix,Black,2016-07-08 13:27:00,2016-06-29 00:00:00,Unknown,9,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,7
A790234,2019-03-06 17:00:00,1303 East 4Th St in Austin (TX),Stray,Normal,Cat,Female,3,Domestic Shorthair Mix,Brown Tabby,2019-03-06 18:05:00,2019-03-03 00:00:00,Female,3,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,3
A695578,2015-02-01 19:28:00,19700 Lockwood Rd in Travis (TX),Stray,Normal,Dog,Male,471,American Bulldog Mix,Tan/White,2015-05-16 12:32:00,2013-10-18 00:00:00,Male,575,0.0,Intact,Neutered,Travis (TX),Mixed,Mixed Colour,103,2
A754430,2017-07-20 17:15:00,12336 Margo Drive in Travis (TX),Stray,Normal,Cat,Male,91,Domestic Shorthair Mix,Brown Tabby,2017-07-24 16:41:00,2017-04-20 00:00:00,Male,95,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,3,7
A805394,2019-09-26 12:48:00,13801 Spring Heath Road in Travis (TX),Stray,Normal,Dog,Male,180,Australian Kelpie,Black/Brown,2019-09-30 16:54:00,2019-03-30 00:00:00,Male,184,0.0,Intact,Neutered,Travis (TX),Purebred,Mixed Colour,4,9
A787965,2019-01-23 14:56:00,Travis (TX),Owner Surrender,Sick,Dog,Female,5479,Chihuahua Shorthair Mix,Tan,2019-01-25 08:53:00,2004-01-23 00:00:00,Female,5481,0.0,Spayed,Spayed,Travis (TX),Mixed,Single colour,1,1
A575214,2015-08-05 15:57:00,6902 Deep Cir #A in Austin (TX),Owner Surrender,Normal,Dog,Female,2622,Blue Lacy Mix,Blue/White,2015-08-17 19:02:00,2008-05-31 00:00:00,Female,2634,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,12,8
A693613,2014-12-11 14:50:00,Austin (TX),Owner Surrender,Normal,Guinea Pig,Female,75,Guinea Pig,Tricolor,2014-12-12 11:02:00,2014-09-27 00:00:00,Female,76,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,0,12
A705109,2015-06-13 11:54:00,4909 Flaming Oak Cv in Austin (TX),Stray,Normal,Cat,Female,55,Domestic Longhair Mix,Blue,2015-06-29 17:44:00,2015-04-19 00:00:00,Female,71,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,16,6
A741561,2017-01-03 18:23:00,Sendero Hills Parkway And Martin Luther King Blvd in Austin (TX),Stray,Normal,Dog,Male,366,German Shepherd Mix,White,2017-01-05 11:56:00,2016-01-03 00:00:00,Male,368,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,1
A803206,2019-08-29 09:37:00,2200 South Lakeshore in Austin (TX),Stray,Normal,Dog,Male,730,Cairn Terrier,Tan,2019-09-02 17:14:00,2017-08-29 00:00:00,Male,734,0.0,Neutered,Neutered,Austin (TX),Purebred,Single colour,4,8
A710828,2015-08-28 13:17:00,2001 West Howard Lane in Austin (TX),Stray,Normal,Cat,Male,3,Domestic Shorthair Mix,White/Black,2015-08-28 16:07:00,2015-08-25 00:00:00,Male,3,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,8
A738984,2016-11-25 14:23:00,Old Bee Caves Rd And Fletcher Ln in Austin (TX),Stray,Normal,Dog,Male,731,Pit Bull Mix,Fawn,2016-12-30 18:00:00,2014-11-25 00:00:00,Male,766,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,35,11
A758776,2017-09-21 14:56:00,202 Old Bastrop Road in Travis (TX),Stray,Normal,Dog,Male,365,Chihuahua Longhair Mix,Brown,2017-09-25 17:10:00,2016-09-21 00:00:00,Male,369,0.0,Intact,Neutered,Travis (TX),Mixed,Single colour,4,9
A687213,2014-09-02 11:52:00,9607 Carson Creek in Del Valle (TX),Stray,Normal,Cat,Female,31,Domestic Medium Hair Mix,Brown Tabby,2014-10-18 18:09:00,2014-08-02 00:00:00,Female,77,0.0,Intact,Spayed,Del Valle (TX),Mixed,Single colour,46,9
A781416,2018-09-28 19:53:00,7933 S Fm 973 in Austin (TX),Stray,Sick,Dog,Female,184,Labrador Retriever Mix,Brown/White,2018-10-09 13:56:00,2018-03-28 00:00:00,Female,195,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,10,9
A664335,2013-10-02 10:51:00,Austin (TX),Owner Surrender,Normal,Cat,Female,365,Domestic Shorthair Mix,Black/White,2013-12-22 12:37:00,2012-10-02 00:00:00,Female,446,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,81,10
A710681,2015-08-26 11:10:00,9128 Texas Sun Dr in Austin (TX),Stray,Normal,Cat,Unknown,365,Domestic Shorthair Mix,Black,2015-08-27 09:00:00,2014-08-26 00:00:00,Unknown,366,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,8
A703676,2015-08-15 11:11:00,Austin (TX),Owner Surrender,Sick,Cat,Male,102,Domestic Shorthair Mix,Brown Tabby/White,2015-09-07 17:18:00,2015-05-05 00:00:00,Male,125,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,23,8
A795291,2019-05-19 06:35:00,10204 North Lamar Blvd in Austin (TX),Stray,Normal,Dog,Female,1095,Staffordshire,Blue/White,2019-06-11 14:35:00,2016-05-19 00:00:00,Female,1118,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,23,5
A719118,2016-01-13 12:59:00,973 And Platt Ln in Austin (TX),Stray,Normal,Dog,Male,214,Labrador Retriever Mix,Yellow,2016-01-14 19:23:00,2015-06-13 00:00:00,Male,215,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,1,1
A762223,2017-11-16 15:21:00,404 Ledgeway in Travis (TX),Stray,Normal,Cat,Unknown,2557,Domestic Shorthair Mix,Orange Tabby,2017-11-28 18:55:00,2010-11-16 00:00:00,Unknown,2569,0.0,Unknown,Unknown,Travis (TX),Mixed,Single colour,12,11
A707969,2015-07-20 17:46:00,7001 Craybrough in Austin (TX),Stray,Normal,Dog,Female,1095,Pit Bull Mix,White/Brown Brindle,2015-08-18 18:57:00,2012-07-20 00:00:00,Female,1124,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,29,7
A782309,2018-10-13 13:01:00,Wells Branch Parkway And Interstate 35 in Austin (TX),Stray,Normal,Dog,Female,730,Siberian Husky Mix,Brown/White,2018-10-19 13:10:00,2016-10-13 00:00:00,Female,736,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,6,10
A781986,2018-10-09 11:18:00,2701 Addison Avenue in Austin (TX),Stray,Normal,Dog,Female,4383,Rat Terrier Mix,White/Black,2018-10-21 15:41:00,2006-10-09 00:00:00,Female,4395,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,12,10
A665890,2013-10-24 11:41:00,Travis (TX),Owner Surrender,Normal,Dog,Male,76,Labrador Retriever Mix,Brown,2013-11-04 12:15:00,2013-08-09 00:00:00,Male,87,0.0,Intact,Neutered,Travis (TX),Mixed,Single colour,11,10
A694438,2014-12-28 16:00:00,Austin (TX),Euthanasia Request,Normal,Dog,Male,1826,Boxer,Brown/White,2014-12-30 10:22:00,2009-12-28 00:00:00,Male,1828,0.0,Neutered,Neutered,Austin (TX),Purebred,Mixed Colour,1,12
A673763,2014-03-01 22:00:00,1720 Wells Branch Pkwy in Austin (TX),Stray,Normal,Dog,Female,730,Pit Bull Mix,Blue,2014-04-26 13:54:00,2012-03-01 00:00:00,Female,786,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,55,3
A791190,2019-03-22 12:54:00,Monarch Lane in Austin (TX),Stray,Normal,Dog,Female,1095,Chihuahua Shorthair Mix,Tricolor,2019-03-29 12:57:00,2016-03-22 00:00:00,Female,1102,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,7,3
A774387,2018-06-14 14:49:00,Travis (TX),Stray,Normal,Cat,Female,68,Domestic Shorthair Mix,Gray Tabby,2018-06-18 16:39:00,2018-04-07 00:00:00,Female,72,0.0,Intact,Spayed,Travis (TX),Mixed,Single colour,4,6
A704249,2015-06-02 18:52:00,W 5Th St & Lavaca St in Austin (TX),Stray,Normal,Dog,Male,1095,Toy Poodle Mix,Black,2015-06-07 19:03:00,2012-06-02 00:00:00,Male,1100,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,5,6
A709370,2015-08-08 11:07:00,410 Blue Valley Dr in Austin (TX),Stray,Normal,Cat,Female,730,Domestic Shorthair Mix,Cream Tabby/White,2015-08-24 11:00:00,2013-08-08 00:00:00,Female,746,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,15,8
A751969,2017-06-16 09:28:00,2505 Longview St in Austin (TX),Wildlife,Normal,Bat,Unknown,365,Bat,Black,2017-06-16 10:10:00,2016-06-16 00:00:00,Unknown,365,1.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,0,6
A769540,2018-04-06 10:21:00,7201 Levander Loop in Austin (TX),Stray,Nursing,Cat,Male,31,Domestic Shorthair Mix,Buff,2018-04-06 14:31:00,2018-03-06 00:00:00,Male,31,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,4
A741522,2017-01-03 12:17:00,8010 N Ih 35 in Austin (TX),Public Assist,Normal,Dog,Female,122,Labrador Retriever Mix,Black,2017-02-03 14:15:00,2016-09-03 00:00:00,Female,153,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,31,1
A745243,2017-03-15 11:12:00,4404 W William Cannon Dr in Austin (TX),Stray,Normal,Dog,Female,3653,Samoyed Mix,Buff/Red,2017-03-15 19:08:00,2007-03-15 00:00:00,Female,3653,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,3
A753957,2018-11-10 17:06:00,2200 Panther Trail in Austin (TX),Stray,Normal,Cat,Male,1216,Domestic Shorthair Mix,Orange Tabby/White,2018-11-13 16:56:00,2015-07-13 00:00:00,Male,1219,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,2,11
A729127,2016-06-13 18:14:00,3313 Texas Topaz Drive in Austin (TX),Stray,Normal,Dog,Female,366,Dachshund Wirehair Mix,Red,2016-06-19 16:34:00,2015-06-13 00:00:00,Female,372,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,5,6
A806179,2019-10-06 15:23:00,15005 Sassafras in Pflugerville (TX),Stray,Normal,Dog,Female,2922,Chihuahua Shorthair Mix,Black/Brown,2019-11-01 08:01:00,2011-10-06 00:00:00,Female,2948,0.0,Spayed,Spayed,Pflugerville (TX),Mixed,Mixed Colour,25,10
A783143,2018-10-25 18:50:00,21069 Blake Manor Road in Manor (TX),Stray,Normal,Dog,Female,179,Jack Russell Terrier Mix,Tricolor,2018-10-29 16:37:00,2018-04-29 00:00:00,Female,183,0.0,Intact,Spayed,Manor (TX),Mixed,Single colour,3,10
A643354,2015-12-13 11:56:00,907 Valdez St in Austin (TX),Stray,Normal,Cat,Female,2196,Domestic Shorthair Mix,Torbie,2015-12-13 13:13:00,2009-12-08 00:00:00,Female,2196,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,12
A779357,2018-08-30 16:28:00,13812 Bois D Arc Lane in Manor (TX),Stray,Normal,Cat,Female,40,Domestic Shorthair Mix,Brown Tabby,2018-09-03 10:39:00,2018-07-21 00:00:00,Female,44,0.0,Intact,Intact,Manor (TX),Mixed,Single colour,3,8
A693384,2014-12-07 00:55:00,600 S 1St St in Austin (TX),Wildlife,Normal,Bat,Unknown,30,Bat,Brown/Black,2014-12-07 09:06:00,2014-11-07 00:00:00,Unknown,30,1.0,Unknown,Unknown,Austin (TX),Purebred,Mixed Colour,0,12
A761705,2017-11-08 10:17:00,South Oltorf And Durwood Street in Austin (TX),Stray,Normal,Dog,Male,1096,Labrador Retriever Mix,Black/White,2017-12-28 16:33:00,2014-11-08 00:00:00,Male,1146,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,50,11
A797489,2019-06-14 09:07:00,12201 Tower Road in Travis (TX),Stray,Normal,Cat,Female,26,Domestic Shorthair,Tortie,2019-07-20 15:09:00,2019-05-19 00:00:00,Female,62,0.0,Intact,Spayed,Travis (TX),Purebred,Single colour,36,6
A745690,2017-03-22 12:54:00,Oslo Apartments in Austin (TX),Stray,Normal,Dog,Female,212,Chihuahua Shorthair Mix,Black/Tan,2017-03-26 19:07:00,2016-08-22 00:00:00,Female,216,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,4,3
A685128,2014-08-02 17:55:00,3543 Greystone in Austin (TX),Wildlife,Normal,Bat,Unknown,31,Bat,Brown/Black,2014-08-03 08:36:00,2014-07-02 00:00:00,Unknown,32,1.0,Unknown,Unknown,Austin (TX),Purebred,Mixed Colour,0,8
A792781,2019-04-15 13:02:00,4550 Mueller Boulevard in Austin (TX),Wildlife,Normal,Bat,Unknown,730,Bat Mix,Black/Gray,2019-04-15 13:28:00,2017-04-15 00:00:00,Unknown,730,1.0,Unknown,Unknown,Austin (TX),Mixed,Mixed Colour,0,4
A700194,2015-04-09 13:58:00,4812 N Ih35 in Austin (TX),Stray,Normal,Dog,Female,730,Pit Bull Mix,Blue Cream,2015-04-21 16:32:00,2013-04-09 00:00:00,Female,742,1.0,Intact,Spayed,Austin (TX),Mixed,Single colour,12,4
A723719,2016-04-05 14:03:00,Austin (TX),Stray,Normal,Cat,Female,366,Domestic Shorthair Mix,Brown Tabby/White,2016-04-09 15:14:00,2015-04-05 00:00:00,Female,370,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,4,4
A806052,2019-10-05 11:49:00,9912 Rodriguez in Travis (TX),Stray,Normal,Cat,Female,23,Domestic Shorthair,Black,2019-10-20 15:28:00,2019-09-12 00:00:00,Female,38,0.0,Intact,Intact,Travis (TX),Purebred,Single colour,15,10
A757390,2017-09-01 17:10:00,Matthews Lane And Manchaca Road in Austin (TX),Stray,Normal,Dog,Male,731,Yorkshire Terrier Mix,Tan/Black,2017-09-05 17:50:00,2015-09-01 00:00:00,Male,735,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,4,9
A811830,2020-01-10 12:15:00,600 Vermont Road in Austin (TX),Stray,Normal,Dog,Female,365,Basenji,Red/White,2020-01-19 12:55:00,2019-01-10 00:00:00,Female,374,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,9,1
A684940,2014-07-30 16:12:00,13376 N 183 in Austin (TX),Wildlife,Normal,Bat,Unknown,1096,Bat Mix,Black,2014-07-31 08:39:00,2011-07-30 00:00:00,Unknown,1097,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,7
A631131,2017-01-15 11:30:00,Stratford Drive And Valley Springs Rd in Austin (TX),Stray,Normal,Dog,Male,4216,Chihuahua Shorthair Mix,Black/White,2017-01-15 14:15:00,2005-07-01 00:00:00,Male,4216,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,0,1
A781660,2018-10-03 13:07:00,11408 Hungry Horse in Travis (TX),Stray,Normal,Dog,Female,183,Labrador Retriever Mix,Cream/White,2019-10-16 13:58:00,2018-04-03 00:00:00,Female,561,0.0,Intact,Spayed,Travis (TX),Mixed,Mixed Colour,378,10
A772563,2018-05-21 11:45:00,2106 Klattenhoff Drive in Austin (TX),Stray,Normal,Dog,Male,334,German Shepherd/Labrador Retriever,Tan/White,2018-05-22 18:29:00,2017-06-21 00:00:00,Male,335,0.0,Neutered,Neutered,Austin (TX),Purebred,Mixed Colour,1,5
A748478,2017-05-03 11:31:00,Toro Canyon Rd And The High Road in Austin (TX),Stray,Normal,Dog,Male,547,Labrador Retriever Mix,Red,2017-05-03 13:23:00,2015-11-03 00:00:00,Male,547,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,5
A761795,2017-11-09 15:10:00,Austin (TX),Owner Surrender,Normal,Dog,Female,245,Labrador Retriever,Black,2017-11-18 15:56:00,2017-03-09 00:00:00,Female,254,0.0,Intact,Spayed,Austin (TX),Purebred,Single colour,9,11
A738782,2016-11-20 17:07:00,5932 Lux St in Austin (TX),Stray,Normal,Cat,Male,2771,Domestic Shorthair Mix,Brown Tabby,2016-11-28 18:09:00,2009-04-20 00:00:00,Male,2779,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,8,11
A699964,2015-04-05 11:02:00,1840 Burton #197 in Austin (TX),Wildlife,Normal,Bat,Unknown,1095,Bat Mix,Brown,2015-04-06 09:37:00,2012-04-05 00:00:00,Unknown,1096,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,4
A636847,2019-09-13 12:33:00,9219 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Female,5480,Domestic Shorthair Mix,Brown Tabby/White,2019-09-22 11:16:00,2004-09-11 00:00:00,Female,5489,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,8,9
A753695,2019-09-14 17:45:00,Austin (TX),Public Assist,Normal,Dog,Male,1893,Pit Bull Mix,Blue,2019-09-24 19:21:00,2014-07-09 00:00:00,Male,1903,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,10,9
A692200,2014-11-16 13:15:00,7020 Village Center in Austin (TX),Stray,Normal,Cat,Male,365,Domestic Shorthair Mix,Orange Tabby,2014-11-16 13:41:00,2013-11-16 00:00:00,Male,365,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,11
A779814,2018-09-05 23:01:00,Middle Fiskville Road in Austin (TX),Stray,Normal,Dog,Male,1096,Australian Shepherd Mix,White/Brown,2018-09-17 17:55:00,2015-09-05 00:00:00,Male,1108,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,11,9
A685697,2014-08-11 13:23:00,1116 1/2 Gunter St in Austin (TX),Stray,Normal,Cat,Female,22,Domestic Shorthair Mix,Orange Tabby,2014-12-31 07:55:00,2014-07-20 00:00:00,Female,164,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,141,8
A769606,2018-05-17 11:23:00,1504 Coriander Drive in Austin (TX),Stray,Normal,Dog,Male,176,Pit Bull Mix,Blue/White,2018-05-20 14:09:00,2017-11-22 00:00:00,Male,179,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,3,5
A680893,2014-06-09 15:00:00,3100 Blk Oakmont in Austin (TX),Wildlife,Sick,Raccoon,Unknown,730,Raccoon,Gray/Black,2014-06-09 15:10:00,2012-06-09 00:00:00,Unknown,730,1.0,Unknown,Unknown,Austin (TX),Purebred,Mixed Colour,0,6
A781143,2018-09-25 10:14:00,310 West 35Th Street in Austin (TX),Stray,Normal,Cat,Female,24,Domestic Shorthair Mix,Tortie,2018-11-23 15:53:00,2018-09-01 00:00:00,Female,83,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,59,9
A712761,2015-09-27 16:26:00,Fitzhugh Rd And Wagon Rd W in Austin (TX),Stray,Normal,Dog,Male,365,Manchester Terrier Mix,Black/Tan,2015-10-04 15:28:00,2014-09-27 00:00:00,Male,372,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,6,9
A749935,2017-05-21 14:51:00,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Female,212,Pug/Chihuahua Shorthair,Brown,2017-05-26 16:46:00,2016-10-21 00:00:00,Female,217,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,5,5
A775463,2018-06-30 13:48:00,11107 Slaughter Creek Drive in Austin (TX),Stray,Normal,Dog,Female,1461,Soft Coated Wheaten Terrier Mix,Cream,2018-07-04 15:03:00,2014-06-30 00:00:00,Female,1465,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,4,6
A679935,2014-05-28 12:02:00,9500 S Chisholm Trl in Austin (TX),Stray,Normal,Cat,Male,61,Snowshoe Mix,Chocolate Point/White,2014-06-01 17:34:00,2014-03-28 00:00:00,Male,65,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,4,5
A596139,2018-04-05 13:42:00,8501 Young Ln in Austin (TX),Public Assist,Normal,Dog,Female,4024,Chihuahua Shorthair Mix,Blue,2018-04-18 14:12:00,2007-03-30 00:00:00,Female,4037,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,13,4
A799141,2019-07-05 13:29:00,4413 South 3Rd Street in Austin (TX),Stray,Normal,Cat,Female,365,Domestic Shorthair,Brown Tabby,2019-07-09 12:19:00,2018-07-05 00:00:00,Female,369,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,3,7
A731182,2016-07-17 17:53:00,Travis (TX),Owner Surrender,Normal,Dog,Male,366,Pointer Mix,White/Black,2016-08-13 16:16:00,2015-07-17 00:00:00,Male,393,0.0,Intact,Neutered,Travis (TX),Mixed,Mixed Colour,26,7
A784563,2018-11-16 16:04:00,6703 Cruz Street in Austin (TX),Stray,Normal,Cat,Female,730,Siamese Mix,Lynx Point,2018-11-20 00:00:00,2016-11-16 00:00:00,Female,734,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,3,11
A676212,2014-04-06 12:59:00,7200 Duval in Austin (TX),Stray,Nursing,Cat,Unknown,6,Domestic Shorthair Mix,Gray,2014-04-06 15:23:00,2014-03-31 00:00:00,Unknown,6,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,4
A776473,2018-07-14 12:27:00,6603 North Ih 35 in Austin (TX),Stray,Normal,Cat,Female,730,Domestic Shorthair Mix,Tortie,2018-07-18 14:39:00,2016-07-14 00:00:00,Female,734,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,4,7
A791142,2019-03-21 17:52:00,1500 Strickland in Austin (TX),Stray,Normal,Dog,Female,546,Chihuahua Shorthair Mix,White/Black,2019-03-27 15:07:00,2017-09-21 00:00:00,Female,552,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,5,3
A762319,2017-11-18 12:13:00,Austin (TX),Owner Surrender,Normal,Cat,Female,457,Domestic Shorthair Mix,Cream Tabby/White,2017-12-19 11:09:00,2016-08-18 00:00:00,Female,488,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,30,11
A671698,2014-01-29 17:46:00,Austin (TX),Owner Surrender,Normal,Dog,Male,61,Collie Smooth Mix,Sable/White,2014-02-01 17:52:00,2013-11-29 00:00:00,Male,64,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,3,1
A771750,2018-05-09 16:28:00,Austin (TX),Stray,Normal,Cat,Female,89,Domestic Shorthair Mix,Calico,2018-05-14 17:22:00,2018-02-09 00:00:00,Female,94,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,5,5
A742779,2017-01-27 18:16:00,E Parmer Ln And Ih 35 in Austin (TX),Stray,Normal,Cat,Female,41,Tonkinese Mix,Chocolate Point,2017-02-23 14:11:00,2016-12-17 00:00:00,Female,68,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,26,1
A725516,2016-04-30 10:47:00,Bluff Springs And William Cannon in Austin (TX),Stray,Normal,Dog,Male,731,Lhasa Apso Mix,White/Brown,2016-05-06 14:35:00,2014-04-30 00:00:00,Male,737,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,6,4
A754324,2017-07-19 00:00:00,9120 Northgate in Austin (TX),Stray,Normal,Dog,Male,365,Belgian Malinois/Treeing Cur,Brown Brindle,2017-07-26 18:20:00,2016-07-19 00:00:00,Male,372,0.0,Neutered,Neutered,Austin (TX),Purebred,Single colour,7,7
A777291,2018-07-26 13:32:00,Outside Jurisdiction,Stray,Normal,Dog,Male,730,Border Collie Mix,Black/White,2018-12-13 06:41:00,2016-07-26 00:00:00,Male,870,0.0,Intact,Neutered,Outside Jurisdiction,Mixed,Mixed Colour,139,7
A796631,2019-06-03 16:50:00,7000 Decker Lane in Austin (TX),Stray,Normal,Cat,Male,43,Domestic Shorthair,Orange Tabby,2019-06-22 16:06:00,2019-04-21 00:00:00,Male,62,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,18,6
A749360,2017-05-14 08:42:00,6118 Fairway St in Austin (TX),Public Assist,Normal,Dog,Male,365,Rhod Ridgeback Mix,Tan,2017-05-29 18:10:00,2016-05-14 00:00:00,Male,380,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,15,5
A676439,2014-04-09 09:16:00,Dropped Off Outside Of Gate In Front Of Shelter in Austin (TX),Stray,Nursing,Cat,Male,6,Domestic Shorthair Mix,Blue Tabby,2014-04-10 11:39:00,2014-04-03 00:00:00,Male,7,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,4
A698469,2015-03-12 10:45:00,132 Old Hwy 20 in Manor (TX),Stray,Sick,Dog,Female,3652,Chihuahua Shorthair Mix,Black,2015-03-26 18:17:00,2005-03-12 00:00:00,Female,3666,0.0,Intact,Spayed,Manor (TX),Mixed,Single colour,14,3
A742303,2017-01-19 11:31:00,E Cesar Chavez And Hwy 183 in Austin (TX),Stray,Normal,Dog,Male,366,Dachshund/Jack Russell Terrier,Tricolor,2017-01-23 18:05:00,2016-01-19 00:00:00,Male,370,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,4,1
A774729,2018-06-19 12:00:00,2003 Man O War in Austin (TX),Stray,Normal,Cat,Unknown,730,Domestic Shorthair Mix,Brown Tabby,2018-06-21 17:07:00,2016-06-19 00:00:00,Unknown,732,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,2,6
A727394,2016-05-21 16:02:00,902 Webberwood Way in Travis (TX),Stray,Normal,Rabbit Sh,Unknown,731,Rabbit Sh Mix,Sable/White,2016-05-25 10:36:00,2014-05-21 00:00:00,Unknown,735,1.0,Unknown,Unknown,Travis (TX),Mixed,Mixed Colour,3,5
A716981,2015-11-29 19:51:00,Westgate And William Cannon in Austin (TX),Stray,Normal,Cat,Male,82,Domestic Medium Hair Mix,Brown Tabby,2015-12-08 00:00:00,2015-09-08 00:00:00,Male,91,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,8,11
A757831,2017-09-07 12:31:00,11305 Hollister Drive in Austin (TX),Stray,Normal,Cat,Male,62,Siamese Mix,Lynx Point,2017-10-11 15:05:00,2017-07-07 00:00:00,Male,96,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,34,9
A665260,2013-10-15 17:52:00,7200 Barnsdale Way in Austin (TX),Stray,Normal,Cat,Male,22,Domestic Shorthair Mix,White/Brown Tabby,2013-12-06 09:27:00,2013-09-23 00:00:00,Male,74,1.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,51,10
A711428,2015-09-06 16:10:00,Edgemere Dr And Malden Dr in Pflugerville (TX),Stray,Normal,Dog,Male,730,Labrador Retriever Mix,Red/White,2015-09-18 15:08:00,2013-09-06 00:00:00,Male,742,0.0,Intact,Neutered,Pflugerville (TX),Mixed,Mixed Colour,11,9
